Education,customer_id,AGE,marital,JOB
tertiary,143616,29,single,blue-collar
unknown,143617,25,single,student
primary,143618,31,single,housemaid
secondary,143619,52,married,technician
secondary,143620,58,married,entrepreneur
tertiary,143622,26,single,management
tertiary,143625,62,married,management
primary,143626,76,divorced,retired
tertiary,143627,40,married,technician
secondary,143628,76,married,retired
secondary,143629,31,single,admin.
secondary,143631,42,married,self-employed
unknown,143632,43,single,technician
primary,143633,73,married,retired
tertiary,143634,41,divorced,management
unknown,143636,77,married,management
primary,143637,46,divorced,admin.
secondary,143639,35,married,technician
tertiary,143640,36,married,management
tertiary,143641,31,married,management
tertiary,143643,26,single,management
secondary,143645,45,single,blue-collar
tertiary,143648,29,single,management
tertiary,143650,30,single,technician
tertiary,143653,26,single,unemployed
secondary,143655,34,single,admin.
primary,143657,63,married,blue-collar
secondary,143661,37,single,unemployed
tertiary,143662,26,single,management
unknown,143664,54,married,admin.
secondary,143665,30,single,admin.
secondary,143666,61,married,retired
secondary,143669,69,married,retired
unknown,143670,76,married,self-employed
tertiary,143671,30,single,management
secondary,143673,64,married,retired
secondary,143674,55,married,housemaid
tertiary,143675,55,married,technician
tertiary,143676,32,married,admin.
tertiary,143678,39,single,management
tertiary,143679,29,single,management
tertiary,143680,41,married,unemployed
tertiary,143682,59,married,management
secondary,143683,56,married,technician
primary,143684,63,married,retired
secondary,143686,45,married,admin.
tertiary,143688,32,single,technician
tertiary,143689,33,single,management
tertiary,143691,41,married,self-employed
secondary,143692,25,single,student
secondary,143693,47,married,admin.
secondary,143694,37,married,management
secondary,143695,19,single,student
secondary,143697,61,divorced,retired
tertiary,143698,40,single,unemployed
tertiary,143699,30,married,management
secondary,143700,37,married,services
tertiary,143703,54,married,technician
secondary,143704,49,married,admin.
secondary,143706,45,married,admin.
secondary,143708,48,married,blue-collar
primary,143710,60,married,blue-collar
secondary,143711,34,single,unemployed
secondary,143713,50,married,technician
tertiary,143714,29,single,housemaid
tertiary,143715,77,married,retired
secondary,143716,33,married,services
tertiary,143718,51,single,management
tertiary,143719,35,single,unemployed
unknown,143720,64,married,management
primary,143721,80,married,retired
primary,143723,70,married,retired
tertiary,143725,26,single,technician
tertiary,143727,33,married,admin.
tertiary,143730,41,single,technician
tertiary,143731,28,single,management
secondary,143732,74,married,retired
unknown,143734,29,single,student
primary,143736,72,married,retired
unknown,143738,18,single,student
secondary,143740,53,married,retired
secondary,143741,46,married,blue-collar
tertiary,143742,37,married,technician
secondary,143743,67,divorced,retired
tertiary,143748,36,single,admin.
tertiary,143750,37,married,management
tertiary,143751,37,married,technician
secondary,143752,32,married,technician
tertiary,143753,51,married,technician
unknown,143754,77,married,unknown
tertiary,143756,35,married,management
tertiary,143759,53,married,management
secondary,143760,47,married,management
tertiary,143764,46,married,management
secondary,143771,44,single,services
secondary,143772,78,DIVORCED,retired
tertiary,143773,42,married,management
secondary,143774,34,married,services
secondary,143775,34,married,technician
secondary,143776,66,married,management
tertiary,143778,54,married,management
secondary,143779,31,married,blue-collar
secondary,143780,33,married,services
primary,143781,19,single,student
secondary,143783,24,single,technician
unknown,143784,23,single,student
tertiary,143785,29,single,self-employed
secondary,143786,28,single,admin.
tertiary,143787,31,single,management
tertiary,143791,34,single,technician
primary,143792,54,divorced,blue-collar
secondary,143794,32,single,unemployed
secondary,143795,54,married,unknown
primary,143797,77,married,retired
secondary,143798,40,married,admin.
tertiary,143799,63,divorced,retired
tertiary,143800,37,married,management
secondary,143801,48,married,blue-collar
secondary,143802,27,single,blue-collar
secondary,143803,28,single,technician
tertiary,143804,35,married,management
tertiary,143805,29,single,management
secondary,143806,68,married,retired
secondary,143807,53,single,blue-collar
tertiary,143808,37,single,technician
secondary,143811,58,married,admin.
tertiary,143812,37,married,management
tertiary,143813,37,married,admin.
secondary,143815,34,married,admin.
secondary,143817,50,married,admin.
secondary,143819,50,divorced,technician
primary,143820,56,married,management
primary,143821,57,married,retired
primary,143822,29,single,unemployed
tertiary,143823,75,married,retired
tertiary,143826,24,single,management
tertiary,143827,46,married,management
secondary,143831,56,married,blue-collar
secondary,143832,72,married,retired
tertiary,143834,27,single,student
tertiary,143835,52,married,management
tertiary,143838,38,married,management
tertiary,143840,33,single,management
secondary,143842,53,married,admin.
secondary,143843,64,married,retired
primary,143846,84,divorced,retired
secondary,143848,62,married,retired
tertiary,143849,41,married,admin.
secondary,143850,29,single,admin.
secondary,143851,53,married,technician
secondary,143852,30,single,technician
secondary,143853,58,married,retired
tertiary,143856,35,single,technician
tertiary,143857,37,married,management
secondary,143858,67,married,management
unknown,143861,78,married,retired
secondary,143862,47,married,blue-collar
secondary,143863,61,married,technician
secondary,143865,47,married,admin.
secondary,143866,46,married,self-employed
tertiary,143868,51,married,management
secondary,143871,31,single,unemployed
secondary,143872,24,single,unemployed
secondary,143873,21,single,student
primary,143874,71,married,retired
secondary,143878,52,single,admin.
tertiary,143879,27,single,technician
secondary,143880,25,single,student
secondary,143881,33,single,services
secondary,143882,60,married,technician
secondary,143884,28,single,student
secondary,143885,30,single,ADMINISTRATION
tertiary,143886,29,single,unemployed
tertiary,143888,52,married,management
primary,143889,59,married,management
secondary,143890,38,married,technician
tertiary,143891,56,married,management
secondary,143892,33,single,services
secondary,143893,31,single,technician
secondary,143895,40,married,technician
secondary,143897,28,married,technician
unknown,143898,66,married,management
tertiary,143900,27,single,blue-collar
secondary,143901,32,single,admin.
primary,143902,67,married,retired
secondary,143903,39,divorced,unemployed
secondary,143904,46,married,housemaid
secondary,143907,54,married,retired
tertiary,143908,23,single,student
unknown,143909,47,divorced,services
tertiary,143912,28,single,services
secondary,143915,60,DIVORCED,admin.
secondary,143918,45,married,technician
secondary,143919,63,married,blue-collar
secondary,143920,60,married,unemployed
tertiary,143921,29,single,blue-collar
tertiary,143923,29,married,management
secondary,143926,23,single,student
unknown,143927,33,single,services
secondary,143928,48,married,housemaid
secondary,143930,26,single,student
tertiary,143935,26,single,technician
secondary,143939,55,married,admin.
secondary,143941,30,married,admin.
SECONDARY,143942,36,married,technician
tertiary,143943,33,single,admin.
secondary,143944,28,single,blue-collar
secondary,143947,28,single,services
tertiary,143952,31,single,management
tertiary,143953,28,single,management
secondary,143954,28,single,blue-collar
tertiary,143957,36,single,self-employed
tertiary,143960,49,single,admin.
tertiary,143961,27,single,blue-collar
secondary,143962,28,married,admin.
tertiary,143963,37,divorced,admin.
secondary,143965,65,married,admin.
secondary,143969,30,single,technician
secondary,143970,39,divorced,housemaid
tertiary,143975,51,married,management
secondary,143979,38,married,ADMINISTRATION
secondary,143980,36,divorced,technician
tertiary,143981,35,single,management
secondary,143983,63,divorced,retired
primary,143989,63,married,retired
tertiary,143990,34,married,management
secondary,143991,36,married,services
tertiary,143992,31,married,management
tertiary,143993,28,single,management
secondary,143994,80,married,retired
secondary,143995,39,married,blue-collar
tertiary,143997,83,married,retired
tertiary,143998,31,single,management
secondary,143999,39,married,services
secondary,144003,30,single,blue-collar
unknown,144005,67,married,retired
SECONDARY,144006,29,single,blue-collar
tertiary,144007,36,married,management
unknown,144008,24,single,student
secondary,144010,30,single,technician
unknown,144011,21,single,student
unknown,144012,27,single,admin.
secondary,144013,56,married,admin.
secondary,144014,66,married,admin.
primary,144016,71,DIVORCED,retired
tertiary,144017,26,single,services
tertiary,144022,31,single,management
primary,144023,62,married,retired
tertiary,144024,32,single,self-employed
primary,144025,68,divorced,retired
tertiary,144026,37,married,admin.
tertiary,144027,27,single,management
tertiary,144030,45,single,technician
unknown,144032,76,married,self-employed
secondary,144034,64,married,retired
tertiary,144035,28,single,management
tertiary,144037,38,divorced,student
primary,144038,66,married,housemaid
tertiary,144039,30,single,management
primary,144040,38,married,blue-collar
secondary,144041,39,single,technician
secondary,144042,24,single,technician
secondary,144043,30,divorced,services
primary,144045,75,married,retired
secondary,144046,63,married,retired
tertiary,144047,49,married,technician
tertiary,144048,34,married,management
secondary,144049,36,married,admin.
secondary,144050,46,married,blue-collar
tertiary,144051,32,single,technician
secondary,144052,52,married,blue-collar
secondary,144055,25,single,blue-collar
secondary,144059,20,single,student
tertiary,144062,57,divorced,management
secondary,144063,32,single,admin.
tertiary,144065,32,married,management
